Date,Time,FM,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),GAlt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,P3,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-08-05,14:51:08.430,"AIR",0.84,-0.43,-2.27,14.7,17.6,735,13,-66,0,97,11,0,27,100,-55,100,11,60.999950 24.365061,41.0,222.40,26,29,-85,-267,108,-12,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1375,1554,1467,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:09.430,"AIR",0.49,-0.26,-2.53,14.6,25.2,741,12,-53,0,98,13,0,27,100,-52,99,12,60.999859 24.364890,56.2,221.30,23,27,-73,-138,157,-26,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1497,1440,1578,1473,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:10.430,"AIR",0.15,-0.21,-2.68,14.5,26.9,749,11,-49,0,100,13,0,27,100,-54,100,12,60.999759 24.364713,59.5,219.00,23,29,-47,-284,201,-18,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1366,1600,1487,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:11.430,"AIR",0.18,-0.61,3.12,14.5,24.9,754,11,-52,0,99,13,0,27,100,-55,100,12,60.999657 24.364547,37.6,217.00,24,29,-434,405,-1012,-458,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1277,1696,994,1289,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:12.430,"AIR",1.11,2.64,-1.51,14.9,1.9,755,11,-44,0,100,13,0,27,100,-43,100,12,60.999605 24.364470,22.5,212.50,18,28,207,-114,-833,-168,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1425,1453,1084,1595,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:13.430,"AIR",1.23,0.46,0.47,14.7,21.0,759,10,-46,0,100,13,0,27,100,-45,100,13,60.999567 24.364450,7.9,137.80,25,30,2,-117,-1,-102,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1459,1451,1500,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:14.430,"AIR",1.02,0.08,0.69,14.8,11.9,762,10,-53,0,100,12,0,27,100,-48,100,13,60.999606 24.364596,44.3,55.30,16,30,-16,-200,-95,-56,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1482,1409,1453,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:15.430,"AIR",0.53,0.02,0.82,14.7,21.8,768,9,-52,0,100,12,0,27,100,-52,100,13,60.999680 24.364773,55.8,44.70,17,30,-8,-294,103,-5,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1361,1551,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:16.430,"AIR",-0.13,0.01,0.78,14.5,27.3,773,9,-58,0,100,12,0,27,100,-57,100,12,60.999792 24.364958,40.1,28.80,18,30,-353,324,-1024,-501,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1255,1655,988,1331,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:17.430,"AIR",1.40,2.62,1.31,14.8,13.8,775,8,-60,0,100,12,0,27,100,-51,100,13,60.999872 24.365010,31.2,4.90,15,29,-93,-706,325,-390,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1312,1151,1662,1463,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:18.430,"AIR",0.25,-0.28,-2.65,14.5,25.6,783,7,-63,0,100,13,0,27,100,-63,100,8,60.999913 24.364983,15.9,304.00,25,30,-46,77,-426,-174,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1422,1529,1287,1487,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:19.430,"AIR",0.62,-0.48,-2.55,14.8,6.3,784,7,-64,0,100,12,0,27,100,-67,100,13,60.999900 24.364901,17.4,233.50,16,30,-2,95,-27,4,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1538,1487,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:20.430,"AIR",0.68,-0.48,-2.51,14.6,23.6,790,7,-58,0,100,13,0,27,100,-55,100,12,60.999863 24.364847,31.9,204.80,24,30,-60,-136,112,90,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1535,1441,1556,1480,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:21.430,"AIR",0.40,-0.31,-2.70,14.5,22.9,798,6,-51,0,99,13,0,27,100,-49,99,13,60.999739 24.364748,52.7,199.70,24,30,-18,-329,134,1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1343,1567,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:22.430,"AIR",-0.15,-0.72,-3.06,14.4,17.4,802,5,-48,0,99,13,0,27,100,-55,98,12,60.999621 24.364659,40.2,199.30,21,30,-322,376,-1024,-510,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1251,1681,988,1346,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:23.430,"AIR",0.74,-2.46,-2.47,14.9,4.4,803,5,-54,0,99,12,0,27,100,-43,100,13,60.999553 24.364617,23.4,193.50,14,29,-36,-534,-69,-334,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1340,1238,1466,1492,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:24.430,"AIR",1.04,-0.42,1.06,14.6,24.2,807,5,-57,0,97,12,0,27,100,-60,97,12,60.999523 24.364643,21.2,62.00,22,29,-216,47,23,211,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1597,1513,1511,1401,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:25.430,"AIR",0.86,0.32,0.38,14.6,17.4,814,4,-57,0,97,12,0,27,100,-51,99,13,60.999596 24.364764,46.4,34.20,18,30,-2,110,43,-87,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1466,1545,1521,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:26.430,"AIR",0.85,0.26,0.37,14.5,20.8,819,3,-47,0,98,13,0,27,100,-48,98,12,60.999717 24.364932,59.7,33.20,24,30,-35,-220,61,-49,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1486,1398,1530,1493,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:27.430,"AIR",0.33,0.16,0.49,14.5,21.0,825,2,-52,0,100,13,0,27,100,-50,100,12,60.999836 24.365089,64.3,31.50,23,30,-68,-302,95,-36,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1492,1357,1547,1476,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:28.430,"AIR",0.54,-0.16,0.31,14.5,13.0,829,2,-57,0,97,12,0,27,100,-52,98,12,60.999958 24.365245,45.8,30.00,17,30,-236,114,-956,-596,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1207,1547,1022,1390,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:29.430,"AIR",1.30,-1.65,-0.51,14.8,14.9,831,2,-66,0,99,12,0,27,100,-74,99,11,61.000034 24.365324,39.9,22.00,18,29,-195,-69,227,-193,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1412,1475,1613,1411,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:30.430,"AIR",0.27,-0.26,-2.58,14.4,28.8,838,1,-72,0,92,10,0,27,100,-56,98,13,61.000090 24.365261,37.4,246.90,23,29,-2,-102,383,-2,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1459,1691,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:31.430,"AIR",0.40,-0.25,-2.57,14.4,21.5,847,0,-58,0,100,12,0,27,100,-59,100,12,61.000039 24.365123,43.0,223.10,22,30,-45,-4,79,-27,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1497,1500,1539,1488,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:32.430,"AIR",0.66,-0.27,-2.54,14.5,15.6,851,0,-64,0,98,13,0,27,100,-60,98,9,60.999936 24.364952,43.8,215.80,22,29,-18,3,-99,-87,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1466,1500,1451,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:33.430,"AIR",0.56,-0.30,-2.60,14.5,19.9,856,0,-54,0,98,13,0,27,100,-52,99,12,60.999865 24.364849,44.5,212.60,26,30,-20,8,22,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1511,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:34.430,"AIR",0.23,-0.24,-2.71,14.4,23.8,863,0,-50,0,98,13,0,27,100,-50,98,12,60.999750 24.364719,49.8,206.40,29,30,-287,-9,-451,-484,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1264,1500,1275,1364,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:35.430,"AIR",0.53,2.97,-2.70,14.7,3.5,865,0,-51,0,98,13,0,27,100,-48,98,13,60.999618 24.364618,31.9,190.10,19,29,87,-790,413,-15,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1108,1706,1534,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:36.430,"AIR",0.74,0.27,0.58,14.4,15.9,873,0,-54,0,99,12,0,27,100,-52,98,12,60.999609 24.364625,14.5,51.30,25,28,-116,-103,-343,-73,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1473,1458,1329,1452,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:37.430,"AIR",0.67,0.02,0.59,14.6,9.8,875,0,-58,0,99,12,0,27,100,-54,98,13,60.999654 24.364724,33.6,43.20,17,30,-47,52,-95,25,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1502,1516,1453,1487,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:38.430,"AIR",0.65,0.08,0.55,14.5,19.1,881,0,-53,0,99,13,0,27,100,-54,99,4,60.999726 24.364837,48.1,32.80,22,30,-15,-240,106,0,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1388,1553,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:39.430,"AIR",0.05,-0.06,0.52,14.5,12.6,887,0,-52,0,98,13,0,27,100,-50,99,12,60.999855 24.364989,53.9,27.50,26,30,-294,-19,-1024,-664,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1172,1500,988,1361,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:40.430,"AIR",0.74,-1.91,-0.13,14.6,14.8,889,0,-59,0,98,13,0,27,100,-64,98,10,60.999973 24.365086,40.9,8.90,29,28,-276,67,-51,135,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1558,1523,1475,1370,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:41.430,"AIR",0.96,-0.26,-2.37,14.4,24.4,896,0,-69,0,96,12,0,27,100,-65,97,12,61.000014 24.365057,19.1,265.40,27,30,0,-238,153,-35,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1493,1389,1576,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:42.430,"AIR",0.82,-0.20,-2.46,14.4,13.5,901,0,-69,0,95,11,0,27,100,-62,100,13,60.999964 24.364930,47.2,224.80,28,30,-10,-226,-233,-65,-4,-2,-1024,1,0,1,1,-1,-1,0x0000000000000000,1478,1395,1384,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:43.430,"AIR",0.59,-0.23,-2.53,14.5,12.6,905,0,-55,0,99,12,0,27,100,-49,97,13,60.999865 24.364738,50.9,221.50,22,30,-31,-17,-417,-25,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1498,1500,1292,1495,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:44.430,"AIR",0.47,-0.20,-2.58,14.6,16.4,908,0,-50,0,99,13,0,27,100,-48,99,12,60.999786 24.364606,49.4,217.20,15,30,1,2,57,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1528,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:45.430,"AIR",0.40,-0.15,-2.60,14.5,16.3,913,0,-51,0,98,13,0,27,100,-51,98,13,60.999665 24.364433,47.2,213.20,18,30,-2,86,-157,-27,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1497,1533,1422,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:46.430,"AIR",0.51,-0.16,-2.59,14.6,8.8,916,0,-52,0,99,13,0,27,100,-51,100,12,60.999565 24.364293,40.9,214.90,17,30,0,2,-160,-97,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1461,1500,1420,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:47.430,"AIR",0.53,-0.22,-2.60,14.6,16.7,920,0,-51,0,99,13,0,27,100,-49,96,13,60.999488 24.364190,41.9,210.40,19,30,1,1,-189,123,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1552,1500,1406,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:48.430,"AIR",0.56,-0.13,-2.59,14.6,10.3,923,0,-49,0,100,13,0,27,100,-46,99,12,60.999397 24.364082,40.7,211.30,17,30,0,-22,-216,-54,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1483,1499,1392,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:49.430,"AIR",0.51,-0.15,-2.58,14.6,17.6,927,0,-46,0,100,13,0,27,100,-46,100,13,60.999320 24.363979,41.4,214.40,19,30,-17,-11,-100,-5,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1450,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:50.430,"AIR",0.52,-0.23,-2.59,14.5,13.4,932,0,-47,0,100,13,0,27,100,-46,100,13,60.999222 24.363837,45.2,214.20,19,30,-136,3,-237,28,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1504,1500,1382,1441,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:51.430,"AIR",0.54,-0.15,-2.66,14.5,15.8,935,0,-48,0,98,13,0,27,100,-46,100,11,60.999117 24.363703,45.2,210.00,19,30,-10,-76,-90,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1472,1455,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:52.430,"AIR",0.52,-0.15,-2.82,14.5,14.6,940,0,-49,0,99,12,0,27,100,-51,100,12,60.999036 24.363609,47.8,208.10,21,30,-199,114,-178,-120,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1449,1547,1411,1409,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:53.430,"AIR",0.71,-0.12,2.65,14.6,13.0,943,0,-60,0,100,12,0,27,100,-60,100,12,60.998904 24.363489,48.3,195.90,21,30,-296,0,-267,-401,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1306,1500,1367,1360,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:54.430,"AIR",0.93,-0.52,1.65,14.6,10.2,947,0,-51,0,100,13,0,27,100,-47,100,13,60.998813 24.363467,40.9,171.70,21,29,-143,-203,27,-216,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1401,1407,1513,1438,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:55.430,"AIR",0.76,-0.23,0.90,14.5,11.3,950,0,-51,0,100,12,0,27,100,-50,100,13,60.998760 24.363578,28.6,85.30,17,28,-50,-112,-321,109,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1545,1454,1340,1485,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:56.430,"AIR",0.54,-0.07,0.83,14.7,8.2,952,0,-51,0,99,13,0,27,100,-50,100,13,60.998793 24.363704,34.5,49.70,12,29,-1,-166,241,109,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1545,1426,1620,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:57.430,"AIR",0.50,0.00,0.74,14.5,13.2,958,0,-50,0,99,13,0,27,100,-50,100,12,60.998870 24.363859,46.4,40.40,17,30,-83,3,-247,-136,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1441,1500,1377,1468,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:58.430,"AIR",0.49,-0.02,0.64,14.6,10.4,961,0,-50,0,99,13,0,27,100,-52,98,13,60.998955 24.363998,49.4,35.00,16,30,-78,3,-256,25,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1502,1500,1372,1471,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:59.430,"AIR",0.47,0.02,0.49,14.6,9.8,963,0,-53,0,97,13,0,27,100,-53,96,11,60.999073 24.364140,49.4,26.30,15,30,1,-20,-118,100,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1540,1500,1441,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:00.430,"AIR",0.44,0.08,0.46,14.6,11.5,967,0,-54,0,96,13,0,27,100,-53,95,12,60.999163 24.364227,51.2,24.80,15,30,2,-1,-216,16,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1392,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:01.430,"AIR",0.44,0.04,0.47,14.6,10.8,970,0,-56,0,99,12,0,27,100,-56,99,12,60.999301 24.364368,51.5,27.10,14,30,-1,-62,-301,-47,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1487,1479,1350,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:02.430,"AIR",0.38,0.01,0.46,14.6,11.9,974,0,-58,0,96,12,0,27,100,-59,97,13,60.999404 24.364476,51.4,25.60,13,30,1,-104,9,-24,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1498,1458,1504,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:03.430,"AIR",0.35,0.01,0.44,14.6,9.9,977,0,-60,0,98,12,0,27,100,-59,97,9,60.999546 24.364613,52.9,24.50,12,30,3,-3,-164,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1418,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:04.430,"AIR",0.39,0.00,0.42,14.6,9.5,980,0,-60,0,95,12,0,27,100,-54,93,5,60.999652 24.364712,52.0,24.10,12,30,-1,7,-226,-70,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1475,1500,1387,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:52:05.430,"AIR",0.39,-0.04,0.41,14.5,14.4,983,0,-52,0,97,12,0,27,100,-50,97,12,60.999783 24.364832,53.6,23.40,16,30,-1,-54,-252,-66,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1477,1483,1374,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
