Date,Time,FM,Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),GPS,GSpd(kmh),Hdg(°),GAlt(m),Sats,Rud,Ele,Thr,Ail,P1,P2,P3,SA,SB,SC,SD,SE,SF,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-08-05,14:50:10.430,"AIR",0.42,-0.01,0.46,15.5,8.9,492,42,-50,0,98,13,0,27,100,-47,96,9,60.999147 24.364446,49.8,24.00,11,29,88,0,-339,45,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1512,1500,1331,1534,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:11.430,"AIR",0.39,-0.01,0.48,15.4,11.1,494,41,-48,0,99,13,0,27,100,-47,100,13,60.999271 24.364559,49.2,25.00,12,29,10,0,-319,29,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1504,1500,1341,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:12.430,"AIR",0.40,-0.02,0.47,15.4,10.7,497,41,-48,0,99,13,0,27,100,-48,99,13,60.999391 24.364682,48.4,27.50,11,29,1,1,-319,34,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1507,1500,1341,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:13.430,"AIR",0.40,-0.01,0.49,15.4,10.3,500,41,-50,0,99,13,0,27,100,-49,99,13,60.999476 24.364776,48.7,29.00,11,30,1,0,-319,35,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1507,1500,1341,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:14.430,"AIR",0.39,0.00,0.50,15.4,10.7,502,40,-57,0,98,12,0,27,100,-62,97,13,60.999604 24.364926,49.5,30.40,12,30,-24,3,-335,-79,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1470,1500,1333,1498,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:15.430,"AIR",0.39,-0.09,0.51,15.4,10.1,506,40,-65,0,99,12,0,27,100,-57,100,12,60.999703 24.365043,50.9,29.70,12,30,-36,1,-357,-84,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1468,1500,1322,1492,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:16.430,"AIR",0.39,-0.07,0.40,15.4,8.7,508,40,-53,0,97,12,0,27,100,-48,98,12,60.999828 24.365180,52.4,25.80,11,30,-93,8,-373,-3,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1314,1463,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:17.430,"AIR",0.39,-0.01,0.39,15.4,11.3,511,39,-53,0,98,13,0,27,100,-52,99,13,60.999924 24.365273,53.6,24.70,12,30,63,1,-262,76,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1528,1500,1369,1521,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:18.430,"AIR",0.41,0.03,0.46,15.3,9.8,514,39,-64,0,97,12,0,27,100,-67,97,12,61.000060 24.365405,55.4,26.70,12,30,72,3,-316,88,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1534,1500,1342,1526,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:19.430,"AIR",0.40,0.02,0.51,15.3,10.0,517,39,-72,0,99,11,0,27,100,-67,97,11,61.000169 24.365523,54.2,28.70,12,30,31,2,-316,-3,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1342,1505,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:20.430,"AIR",0.41,0.01,0.53,15.3,11.1,520,38,-74,0,97,9,0,27,100,-64,97,12,61.000309 24.365692,54.2,31.70,13,30,3,3,-314,0,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1343,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:21.430,"AIR",0.42,0.01,0.55,15.3,10.6,523,38,-61,0,99,12,0,27,100,-58,99,13,61.000412 24.365827,54.9,33.10,12,30,0,11,-313,-94,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1463,1500,1344,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:22.430,"AIR",0.41,0.00,0.56,15.3,11.8,525,38,-59,0,98,12,0,27,100,-61,98,12,61.000538 24.366000,56.0,33.80,12,30,-51,-5,-303,-3,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1349,1485,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:23.430,"AIR",0.37,0.02,0.51,15.3,11.8,529,37,-63,0,99,12,0,27,100,-64,98,12,61.000631 24.366129,55.9,33.60,12,30,-127,43,-278,-66,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1477,1511,1361,1446,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:24.430,"AIR",0.43,0.00,0.40,15.3,10.3,532,37,-64,0,98,12,0,27,100,-62,98,12,61.000756 24.366301,54.5,31.90,13,30,-114,1,-310,-2,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1345,1453,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:25.430,"AIR",0.40,-0.03,0.27,15.3,10.0,535,37,-64,0,98,12,0,27,100,-65,99,4,61.000888 24.366450,55.3,26.20,12,30,-128,2,-346,-153,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1433,1500,1327,1445,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:26.430,"AIR",0.40,-0.03,0.26,15.3,10.9,538,36,-66,0,98,12,0,27,100,-67,99,4,61.001002 24.366552,55.8,19.50,12,30,-74,2,-299,-3,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1351,1473,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:27.430,"AIR",0.41,0.01,0.15,15.3,11.3,540,36,-66,0,97,12,0,27,100,-66,98,11,61.001150 24.366636,54.9,11.90,13,30,-120,6,-301,-36,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1492,1500,1350,1449,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:28.430,"AIR",0.40,0.01,-0.07,15.3,10.2,543,36,-69,0,97,13,0,27,100,-71,98,10,61.001258 24.366675,54.7,7.60,13,30,-344,2,-389,-287,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1364,1500,1306,1335,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:29.430,"AIR",0.60,-0.24,-1.35,15.3,9.5,545,35,-81,0,98,9,0,27,100,-84,98,8,61.001417 24.366685,48.3,-304.46,13,30,-258,7,-247,-274,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1371,1500,1377,1379,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:30.430,"AIR",0.81,-0.19,-2.18,15.2,11.6,550,35,-75,0,99,11,0,27,100,-73,99,8,61.001493 24.366606,30.9,308.80,13,30,-206,-62,-199,-199,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1409,1479,1401,1406,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:31.430,"AIR",0.80,-0.20,-2.57,15.2,13.7,553,34,-73,0,99,11,0,27,100,-71,100,11,61.001503 24.366486,28.5,253.90,14,30,-98,-3,-201,-171,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1423,1500,1400,1461,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:32.430,"AIR",0.75,-0.19,-2.79,15.2,13.4,556,34,-75,0,100,12,0,27,100,-76,99,11,61.001438 24.366366,37.4,202.70,14,30,-39,-165,-146,-24,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1498,1427,1427,1491,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:33.430,"AIR",0.64,-0.17,-2.86,15.1,16.9,561,34,-78,0,100,11,0,27,100,-72,100,4,61.001359 24.366329,43.2,186.50,16,30,-2,-37,96,-10,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1492,1548,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:34.430,"AIR",0.64,-0.10,-2.94,15.1,11.8,566,33,-70,0,100,12,0,27,100,-67,100,12,61.001210 24.366338,48.6,172.20,16,29,276,28,-358,259,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1621,1504,1321,1630,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:35.430,"AIR",0.70,0.11,-2.18,15.2,16.4,569,33,-72,0,100,12,0,27,100,-72,100,13,61.001114 24.366349,38.8,186.20,17,29,300,-3,-110,294,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1639,1500,1445,1642,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:36.430,"AIR",0.71,0.12,-1.45,15.0,19.8,574,32,-80,0,100,10,0,27,100,-77,99,11,61.001028 24.366189,39.6,260.50,21,30,281,-22,-23,238,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1611,1499,1489,1633,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:37.430,"AIR",0.96,0.25,0.03,15.0,19.8,581,31,-64,0,100,12,0,27,100,-67,100,13,61.001050 24.366049,45.4,309.70,22,30,264,-65,-174,335,-3,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1660,1478,1413,1624,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:38.430,"AIR",0.99,0.31,0.99,15.0,15.8,584,31,-80,0,98,8,0,27,100,-85,100,0,61.001148 24.365964,50.0,0.20,20,30,122,-97,-1,308,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1646,1461,1500,1552,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:39.430,"AIR",0.96,0.65,1.36,14.9,19.4,589,30,-71,0,100,12,0,27,100,-70,100,12,61.001255 24.366088,45.4,61.30,25,30,231,-278,-32,255,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1619,1369,1484,1607,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:40.430,"AIR",0.79,0.30,2.93,14.9,20.7,596,29,-66,0,100,13,0,27,100,-65,100,11,61.001256 24.366300,40.4,121.30,24,29,228,-33,41,34,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1507,1494,1520,1606,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:41.430,"AIR",0.71,0.00,-3.00,14.8,21.7,600,29,-68,0,100,12,0,27,100,-70,100,11,61.001165 24.366389,42.1,181.70,29,29,16,-80,111,-10,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1470,1555,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:42.430,"AIR",0.56,-0.09,-2.92,14.8,21.8,605,28,-66,0,100,12,0,27,100,-68,100,12,61.001067 24.366341,46.8,199.70,32,29,11,-4,-230,-55,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1483,1500,1385,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:43.430,"AIR",0.54,1.26,-2.83,15.0,13.0,610,28,-74,0,98,11,0,27,100,-77,99,11,61.000974 24.366261,42.6,205.10,29,30,6,-41,-206,839,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1917,1490,1397,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:44.430,"AIR",0.54,-0.24,-2.67,15.0,12.7,614,27,-78,0,97,10,0,27,100,-78,100,9,61.000887 24.366148,32.2,197.90,26,30,0,14,-203,0,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1399,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:45.430,"AIR",0.38,-0.22,-2.72,15.0,12.9,618,27,-75,0,99,11,0,27,100,-73,100,13,61.000811 24.366093,37.9,202.70,24,30,0,-101,-202,862,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1929,1459,1399,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:46.430,"AIR",0.35,-0.93,-2.64,15.0,13.4,622,26,-76,0,99,12,0,27,100,-69,99,12,61.000746 24.366026,33.9,221.30,23,26,0,-146,-200,875,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1936,1436,1400,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:47.430,"AIR",0.24,-0.23,-2.76,14.9,26.4,628,26,-71,0,99,12,0,27,100,-86,99,8,61.000699 24.365933,12.4,206.00,18,29,194,-58,713,18,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1481,1856,1588,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:48.430,"AIR",0.31,-0.32,-2.52,14.4,32.2,638,24,-78,0,98,8,0,27,100,-67,100,13,61.000661 24.365918,23.9,194.60,25,30,-149,113,91,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1547,1545,1435,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:49.430,"AIR",0.52,-0.25,-2.77,14.7,17.8,642,24,-68,0,98,12,0,27,100,-70,98,12,61.000583 24.365854,29.1,208.20,24,30,-1,2,-271,-12,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1365,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:50.430,"AIR",0.51,-0.23,-2.69,14.9,17.4,647,23,-69,0,99,12,0,27,100,-66,98,13,61.000524 24.365787,28.2,210.80,25,30,43,26,-236,18,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1503,1382,1511,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:51.430,"AIR",0.51,-0.26,-2.61,14.9,13.8,650,23,-67,0,99,13,0,27,100,-67,99,13,61.000457 24.365688,31.4,219.60,31,29,3,70,-155,17,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1525,1423,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:52.430,"AIR",0.50,-0.24,-2.58,14.8,17.5,656,22,-66,0,100,12,0,27,100,-66,100,13,61.000402 24.365583,33.6,226.70,30,29,-1,-75,44,-10,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1472,1522,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:53.430,"AIR",0.44,-0.23,-2.60,14.8,15.3,659,22,-63,0,97,12,0,27,100,-61,98,5,61.000335 24.365427,38.6,229.70,34,30,-2,1,-86,-15,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1457,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:54.430,"AIR",0.44,2.07,-2.72,14.9,16.3,665,21,-65,0,99,12,0,27,100,-57,100,12,61.000281 24.365294,35.3,227.60,36,30,-1,-173,-72,-897,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1053,1422,1464,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:55.430,"AIR",0.42,-0.53,-2.71,14.8,18.2,669,21,-62,0,99,13,0,27,100,-64,99,12,61.000234 24.365200,22.7,208.30,33,30,0,98,-124,171,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1577,1539,1438,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:56.430,"AIR",0.40,-0.30,-2.72,14.8,15.6,674,20,-64,0,99,13,0,27,100,-64,100,12,61.000177 24.365155,29.6,204.10,33,30,0,-107,-96,-765,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1121,1456,1452,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:57.430,"AIR",0.45,0.65,-2.72,14.8,17.0,678,20,-56,0,98,13,0,27,100,-55,98,12,61.000106 24.365118,16.4,173.40,32,25,1,-124,-97,-676,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1166,1447,1452,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:58.430,"AIR",0.48,-0.37,-2.65,14.8,17.0,684,19,-62,0,99,12,0,27,100,-59,99,12,61.000092 24.365036,27.0,247.60,26,30,-1,-8,-137,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1432,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:50:59.430,"AIR",0.50,-0.36,-2.65,14.9,12.4,687,19,-58,0,98,13,0,27,100,-58,98,13,61.000034 24.364907,34.5,219.60,20,30,-16,0,-227,-29,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1496,1500,1387,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:00.430,"AIR",0.51,-0.30,-2.67,14.9,15.0,691,18,-62,0,100,12,0,27,100,-66,99,11,60.999967 24.364810,37.9,211.10,21,29,0,-34,8,0,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1493,1504,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:01.430,"AIR",0.00,-0.25,-2.83,14.7,22.2,696,18,-60,0,98,12,0,27,100,-54,99,11,60.999865 24.364706,45.8,202.80,27,29,0,-295,128,15,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1360,1564,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:02.430,"AIR",-0.14,-0.96,-3.12,14.8,5.1,702,17,-52,0,99,13,0,27,100,-52,99,12,60.999790 24.364649,28.9,197.50,31,30,-413,250,-1024,-394,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1310,1617,988,1300,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:03.430,"AIR",1.29,-3.06,-2.69,15.0,14.4,703,17,-46,0,99,13,0,27,100,-49,99,13,60.999737 24.364634,14.0,175.50,33,28,0,-352,198,0,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1331,1599,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:04.430,"AIR",0.73,-0.03,0.60,14.5,38.8,713,16,-56,0,100,13,0,27,100,-55,99,13,60.999761 24.364724,49.0,41.90,35,28,-114,45,-135,-2,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1512,1433,1453,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:05.430,"AIR",0.76,0.09,1.25,14.5,27.0,721,15,-56,0,99,13,0,27,100,-43,99,13,60.999900 24.364928,66.8,31.60,30,30,580,-10,48,504,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1746,1500,1524,1785,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:06.430,"AIR",1.13,-0.49,-1.99,14.4,29.4,726,14,-61,0,98,12,0,27,100,-70,100,10,60.999999 24.365095,51.0,57.50,34,30,0,3,-258,-1,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1500,1500,1371,1500,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2026-08-05,14:51:07.430,"AIR",0.94,-0.46,-2.14,14.8,11.5,730,14,-71,0,97,10,0,27,100,-73,100,10,61.000003 24.365162,16.6,215.80,23,30,-54,-66,-108,-99,-4,-3,-1024,1,0,1,1,-1,-1,0x0000000000000000,1460,1477,1446,1483,2012,1500,2012,2012,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
